Date,Cleaned_Text,Sentiment,Sentiment_Score,LikesCount,CommentsCount
2022-10-27 03:43:12+00:00,hey nasa chance could give u annual fuel usage last year,Positive,0.25,6,5.0
2022-10-26 20:53:57+00:00,really good analogy effect co atmosphere,Positive,0.4927,4,
2022-10-26 18:25:43+00:00,confuses coat getting puffier alltime cold record still broken normal,Negative,-0.6597,13,42.0
2022-10-26 16:34:59+00:00,stop increasing amount co,Negative,-0.296,4,17.0
2022-10-26 21:22:10+00:00,question nasa calculate average worldwide temperature,Neutral,0.0,0,6.0
2022-10-26 17:35:44+00:00,drink water observemaybe,Neutral,0.0,0,
2022-10-26 18:40:30+00:00,able know c atmosphere,Neutral,0.0,1,5.0
2022-10-26 22:41:27+00:00,term raw co ppm difference greater difference last ice age something think,Positive,0.3612,3,
2022-10-27 10:46:09+00:00,know people say earth climate changing since long people started using coal gas oil well theyre correct climate change magic climate change earth orbit varies isnt perfect oval planet orbit perfect tiny bit change orbit mean get slightly warmth sun one phase slightly less tiny amount variation orbit called milankovitch cycle little less sun cause ice age warm spell earth atmosphere warms smidge ocean warm warm release carbon dioxide cool absorb carbon dioxide nature gas theyre absorbed cool water released water warms think pot boiling water releasing bubble carbon dioxide co trap heat co level air rise atmospheric temperature increase cause co released ocean raise temperature positive feedback loop orbit cooler phase temperature fall co level slowly go back cooling take longer warming ice age co level part per million ppm warm spell co ppm consistent system year heat cool slowly ppm back forth problem isfor year weve digging fossil fuel burning adding co atmosphere gigatons co every year co level atmosphere ppm carbon dioxide trap heat like throwing another blanket bed climate change causing climate change permafrost siberia thaw gigatons methane gas released methane trap time heat co oncefrozen siberia burning release co melting glacier mean earth loses reflectivity absorbs heat cause melting,Positive,0.8912,2,
2022-10-26 21:46:34+00:00,think emission greenhouse gas never stop long human still need material industry mining never stop without mining life different today everything see world today mining stop mining stop greenhouse gas emission,Positive,0.6759,1,12.0
2022-10-26 22:58:24+00:00,people hope refer big greedy one big manufacturing industry swim ocean plastic everything packaging bread plastic clothing mostly everything household,Positive,0.1531,0,1.0
2022-10-26 20:27:30+00:00,great metaphor,Positive,0.6249,1,
2022-10-26 21:45:50+00:00,excellent analogy,Positive,0.5719,0,
2022-10-27 00:00:34+00:00,love hate nasa need use st grade metaphor convey message,Positive,0.128,0,
2022-10-27 05:56:35+00:00,actually current pledge emission reduction still adding insulation layer year year next year minimum need much quicker,Neutral,0.0,0,
2022-10-26 21:23:46+00:00,hope country reminded emission constantly tracking space fascinating coat puffer,Positive,0.7506,0,
2022-10-26 19:31:18+00:00,nasa climate change bad idea start building self sustaining city dome perfect way life climate abruptly change even possible one data alone priceless future use humble opinion feel like ship sailed trying curtail climate issue,Positive,0.1779,1,11.0
2022-10-26 19:40:45+00:00,people coevolved organism like fungi fungi adapt rapidly warming world able survive human body temperature pose direct growing threat human health,Positive,0.1027,2,
2022-10-26 19:22:29+00:00,similarly confused alltime record heat drought hottest year ever recorded experienced right invisible,Negative,-0.3182,1,
2022-10-26 18:42:51+00:00,thanks philosophy share knowledge partner,Positive,0.6249,0,
2022-10-26 19:21:28+00:00,fuel restriction general speed limit dropped kmh filling station closed overnight made long distance travell difficult truck allowed take freight town train used country huge drop fuel used well disproportionate drop traffic accident death got thinking carbon million year collected earth hundred digging releasing atmosphere point make difference also thought chemical us oil use point however people using climate change nefarious end u favor people sense attack effort reverse climate change,Negative,-0.8957,0,3.0
2022-10-29 22:18:23+00:00,sadly,Negative,-0.4215,0,
2022-10-26 19:52:12+00:00,james procak expanding heat allows cold drop change current would keep cold dropping area colder temperature youve seen extreme weather event happening often event occurred maybe fifty year occurring every year,Negative,-0.2732,1,
2022-10-26 17:46:41+00:00,manuel edgardo lugo recart,Neutral,0.0,1,
2022-10-31 03:54:06+00:00,,Neutral,0.0,0,
2022-10-31 03:54:28+00:00,need fast urgent funding deal loss damage,Negative,-0.5719,0,
2022-10-26 19:29:42+00:00,brody smith,Neutral,0.0,0,
2022-12-12 13:34:22+00:00,jim vb,Neutral,0.0,0,
2022-10-26 16:02:42+00:00,climatechange jpl anthropocene,Neutral,0.0,1,2.0
2022-10-26 17:26:05+00:00,mean continue destroy natural carbon removal system add crap dont really need,Negative,-0.5574,4,1.0
2020-09-16 01:11:15+00:00,taking advantage naive climate changing since beginning time little affect earth corrects time,Neutral,-0.0258,1,3.0
2020-09-16 12:01:08+00:00,prediction based faked computer parameter,Neutral,0.0,2,11.0
2020-09-17 17:56:19+00:00,earth changing since conception believe global warming would away combustion enginesinstead spending country money pay buying car better gas mileage like president first came office nd would eliminate plastic kid much plastic coffee tin water glass car headlight glass island pacific made plastic alaska glacier ot melt folk wise let protect god gift u mother earth,Positive,0.936,0,1.0
2020-09-17 04:56:23+00:00,exactly long keeping record clearly blink eye historical term,Positive,0.4019,1,1.0
2020-09-16 01:54:28+00:00,greenhouse gas carbon dioxide getting earth would also mean getting denser cloud going elevation since ride carbon dioxide oxygen mix,Neutral,0.0,1,2.0
2020-09-15 22:28:57+00:00,cut crap socalled expert tried scare u death saying headed another ice age bet liberal loon block post stop trying cram crap throat,Negative,-0.9552,11,12.0
2020-09-16 21:17:02+00:00,time already longrun make difference global temperature reduction far late gross stupidity human race undoing serf right pitiful arrogance humanity extinct planet heal eon time distant future become paradise human harmed,Negative,-0.8885,0,1.0
2020-09-17 14:39:50+00:00,temperature rising rising magma warming ocean temperature well land evident increasing earthquake volcanic eruption,Positive,0.4019,1,14.0
2020-09-16 01:56:32+00:00,b democrat behind volcano dump auto forest mismanagement wast coast environmental st would let log old groth would nevet happened,Negative,-0.3818,1,2.0
2020-09-16 05:25:27+00:00,show u year graph show u year graph ocean level,Neutral,0.0,1,10.0
2020-09-16 04:26:36+00:00,climate change always full motion life volcanic planet every burb volcano put gas carbon monoxide china city combine want money back thief,Negative,-0.4767,2,3.0
2020-09-15 21:25:05+00:00,wish simply old news people cared wealthiest powerful wish didnt fight save beautiful healthy planet,Positive,0.9064,27,6.0
2020-09-15 22:15:25+00:00,anyone nasa explain climate change president maybe short childrens book lot picture maybe puppet,Neutral,0.0,22,
2020-09-16 01:22:28+00:00,thank nasa climate change making difference get really despondent sometimes path towards disaster seem treading make heart happy see people still fighting good fight,Negative,-0.5413,18,8.0
2020-09-15 23:08:47+00:00,current ruling class control global politicaleconomy power continue burning fossil fuel build sustainable energy infrastructure power meet need displaced people who life destroyed climate change leave die cursory look even recent history dealing environmental disaster displaced people katrina puerto rico fire migrant crisis border mexico mediterranean etc show decision make uniquely evil people logic capital incentive near obligation maintain growth maintain bottom line fight climate change need fight apocalyptic class worker people every day reproduce world around u power change world weapon withholding labor force capital bend imagine would include allowing world burn destroying loved one future work together organize neighborhood workplace etc power challenge system killing u join union join socialist organization fight back street read lenin anyone else think could help arm theory take seriously future,Negative,-0.9833,6,
2020-09-15 21:55:18+00:00,disaster talked earth moving continent move back together united state moving south east fast moving causing global warming moving towards warm dont look move one inch south every year east every year global warming,Positive,0.2023,12,13.0
2020-09-15 23:41:15+00:00,wow well suppose ultimate expert gw mother nature saying think shes trying tell u something matter whose fault whether changing weather pattern cyclical maybe ought put head together figure future planet kid grandkids thanks,Positive,0.7351,5,1.0
2020-09-16 00:30:03+00:00,fastest way reduce car emission promote affordable housing near job place people close enough work walk street safe cyclist seeking affordable housing seeking job opportunity large number people commute minute one way,Positive,0.8225,4,2.0
2020-09-15 23:04:40+00:00,keeping family together work helping keep building may come bad situation landwe cant stop pandemic stay together thing change,Negative,-0.1058,4,8.0
2020-09-16 14:44:35+00:00,people comment section havent dedicated entire life science likely get news youtube trying school nasa climate change work,Negative,-0.357,3,
2020-09-15 22:30:24+00:00,data scientific information however mercy rich minority stop anything profit,Positive,0.7783,6,
2020-09-15 23:26:19+00:00,plant tree stop building mall build old part city save land redo old neighborhood acre develop ohio day gas oil cut billion tree past year yes thing,Positive,0.3818,2,
2020-09-16 06:08:13+00:00,change climate magnetic field planet affected causing rising magma increased earthquake volcanic activity man made greenhouse gas would quit deforestation would less co tree absorb greenhouse gas give back oxygen research find fire starting western u fault line volcanic field,Negative,-0.5574,1,1.0
2020-09-15 21:42:37+00:00,natural disaster hard security wish get better,Positive,0.6124,1,
2020-09-16 22:30:20+00:00,global warming seems accelerating,Positive,0.1531,1,
2020-09-16 15:02:59+00:00,glacier melting sea level rising cloud forest dying wildlife scrambling keep pace become clear human caused past century warming,Positive,0.4939,1,
2020-09-15 23:27:03+00:00,close air must go solar power eliminate fossil fuel die virus thought extinct find frozen arctic,Negative,-0.5994,3,2.0
2020-09-16 03:43:47+00:00,seems wildfire happen everywhere california place wildfire limitd place,Neutral,0.0,1,9.0
2020-09-16 04:58:35+00:00,outdoors man baltimore year baltimore oriole like cool air winter mild never seen one year warmer stayed north didnt come back,Positive,0.7184,0,
2020-09-16 00:01:07+00:00,real truth president dont beleived one support catstrofe texes paid serve u u pay work u country beg help right,Positive,0.3274,1,
2020-09-17 17:39:29+00:00,say change k ow thing must happen get watch happeningin way understandas nuch human kinda interestingknowng whats way,Neutral,0.0,0,
2020-09-16 00:24:42+00:00,need combat climate change people earth survive,Negative,-0.34,2,
2020-09-16 01:00:17+00:00,academic consultant ipcc international panel climate change un infamously falsified data deleting whole data set,Negative,-0.3818,0,
2020-09-16 01:11:19+00:00,many factor involved going type book yes planet natural change since industrial revolution mankind abuse taken toll,Neutral,-0.0,0,
2020-09-16 18:20:23+00:00,best aug ever maybe protest rich people jet extra large house,Positive,0.7783,0,
2020-09-16 01:21:03+00:00,whats like th hottest year record year long take people learn,Positive,0.3612,1,
2020-09-16 01:56:05+00:00,happened introduced cause progression,Neutral,0.0,0,1.0
2020-09-16 11:37:04+00:00,please send informative article scientifically stunted president enough people would may annoy somewhat course report cant read may little good sending anything,Positive,0.2516,0,
2020-09-16 15:16:27+00:00,going give wyoming wonderful year around climate going put everyone want move,Positive,0.6124,0,1.0
2020-09-16 19:26:46+00:00,reason happened planet dying one u one tree planet thats help everyone future special future kid better oxygen everything happening fault mistake later ask,Positive,0.4939,0,
2020-09-15 22:21:06+00:00,lot new thing happening atmosphere affect daily climate activity must pay attention reality u,Negative,-0.1027,0,1.0
2020-09-16 00:36:01+00:00,hottest decade still today weve cooling ever since,Neutral,0.0,0,
2020-09-15 21:32:15+00:00,play partas world need better,Positive,0.6486,4,
2020-09-16 20:43:42+00:00,,Neutral,0.0,0,
2020-09-16 01:01:41+00:00,know climate record reliably go back year,Neutral,0.0,0,
2020-09-15 23:54:40+00:00,northern hemisphere summer,Neutral,0.0,0,
2020-09-16 13:49:40+00:00,pen que estaba sola en el tema de salvar el planeta yo lo estoy haciendo desde mi trabajo aunque le guste mi jefe yo evito utilizar hojas de papel para de esta manera ayudar al planeta que se quede sin menos rboles la grandes industria esto le importa ni mi jefe tampoco pero si menos escrito menos copia habr deforestacin tendremos un aire limpio para respirar,Negative,-0.5574,0,
2020-09-16 01:50:01+00:00,poi e preocupantemas acreditem actual president que para ele e tudo falso como pandemia cove mentiras que da nacao e final tenta desculpar se com covardia tentando sacudir agua capote,Neutral,0.0,0,
2020-09-17 16:07:57+00:00,would happen global cooling,Neutral,0.0,0,1.0
2020-09-16 11:04:27+00:00,comment post terrifying didnt realize right think nasa hoax god help u,Negative,-0.25,3,
2020-09-15 21:57:11+00:00,degree change reading right,Neutral,0.0,0,7.0
2020-09-16 03:48:18+00:00,great science hard deny,Positive,0.3182,0,
2020-09-16 10:04:15+00:00,comment fun read entertained planet dumbest science denier one thread,Positive,0.0516,2,
2020-09-16 12:55:51+00:00,lokepasa ke usa tiran mucho plstico eso est echando perder losdrenajes la agua del mar animales mueren por eso en mxico fa alatienda llano tedan el mandado embolsa ya notaron eso,Neutral,0.0,0,
2020-09-16 01:01:24+00:00,quick search say change c change f correct,Neutral,0.0,0,
2020-09-16 10:05:08+00:00,oh climate change effect u,Neutral,0.0,0,
2020-09-16 02:30:41+00:00,human terrible planet,Negative,-0.4767,1,
2020-09-15 22:57:42+00:00,donald trump believe global warming let get president climate going ka put,Positive,0.1531,1,
2020-09-16 16:00:45+00:00,glad nasa doesnt let troll denialists go unchallenged,Positive,0.4588,2,
2020-09-16 04:27:15+00:00,crazy people negate science like draw huge picture show evidence still scream bullshit lol wont realize late,Negative,-0.3182,2,1.0
2020-09-15 22:28:14+00:00,wrote researched term paper professor uno stated learned something titled global warming greenhouse effect junior year course retired biology teacher conversation high school friend since going happen planet dont take care much voiced yall already know,Positive,0.2896,4,6.0
2020-09-16 00:55:14+00:00,e triste todo lo que esta pasando todo se destruye por toda compaas luego siembran nada de rboles yo en mi casa tengo muchas sembrados muchas bendiciones pueblo,Neutral,0.0,0,
2020-09-16 01:53:03+00:00,agree climate change,Positive,0.3612,1,3.0
2020-09-16 01:43:27+00:00,love tu ecologic tying positive bendyciones,Positive,0.8316,0,
2020-09-15 22:56:11+00:00,earth life,Neutral,0.0,0,
2020-09-15 23:36:23+00:00,save planet,Positive,0.4939,1,
2020-09-16 01:28:16+00:00,grasias ami tambien da mucha tristeza como danamos nuestro planeta sin aser nada por cuidar nuestra casa de todos amen,Negative,-0.5574,0,
2020-09-16 05:24:28+00:00,yes thank dead november,Neutral,-0.0258,0,
2020-09-15 23:02:32+00:00,ivy pantellaforge comment post made physically ill,Negative,-0.4215,1,
2020-09-16 22:15:41+00:00,move south pole,Neutral,0.0,0,
2020-09-16 02:52:17+00:00,late check mate,Neutral,0.0,0,
2020-09-15 22:58:07+00:00,pues ay que aser algo para salvar nuestro planeta tan ermoso que e nolo cuidamos,Neutral,0.0,1,
2020-09-15 23:11:04+00:00,decade protecting informing americansthank continued service precision challenge climate impact arrive full may better mitigate build resiliency use credible science response nca sr buildbackbetter sprintonclimate,Positive,0.4939,8,
2020-09-16 00:57:31+00:00,global warming science noticed wasnt globalists switched climate change,Positive,0.1531,1,
2020-09-16 16:51:08+00:00,nasa want believe man sole reason temperature increase sure graph thinking cap put show increase well man influence also promote wild sea level increase look sea level graph thinking cap wild rise way man influencing anything earth point carbon isnt poison man flourished warm period man isnt causing flooding rising seal level natural man influence speed occurrence need find alternative energy source need energy cheap energy source cheap energy save life earth expensive energy kill people prepare changing climate cannot use energy cannot afford use need cause save instance know big coastal city run democrat telling need pay green shaman make weather better safer still dumping poison ocean cheaper disposing properly land sight mind except know poisoning ocean tell u coral reef dying caused use energy red tide mysterious origin dump chemical ocean without one acknowledgement damage know dumping ocean wrong right plastic coming oh yeah straw way never found ocean cause ocean dumped garbage starting unravel think cheap energy important universal access human right control access energy control u demand cheap energy save black life demand ocean dumping stop save black life stop idiocy,Positive,0.9846,1,3.0
2020-09-15 22:33:20+00:00,,Neutral,0.0,0,
2020-09-15 21:40:25+00:00,also people forgetting delay factor come greenhouse gas warming experiencing today decade past like pot water stove doesnt come boil immediately im really nervous planet going look sif make far,Negative,-0.1513,11,
2020-09-15 22:35:10+00:00,im southern ontario canada blanketed haze smoke west coast never happened,Neutral,0.0,2,
2020-09-15 22:58:59+00:00,,Neutral,0.0,0,
2020-09-20 17:38:28+00:00,bruce threlfall,Neutral,0.0,0,
2020-09-18 04:03:50+00:00,deed,Neutral,0.0,0,
2020-09-17 14:03:42+00:00,hello people happening lifetime,Neutral,0.0,0,
2020-09-17 12:47:25+00:00,interesting,Positive,0.4019,0,
2020-09-17 00:11:20+00:00,ya going happen,Neutral,0.0,0,
2020-09-16 15:28:05+00:00,soooooo,Neutral,0.0,0,
2020-09-16 13:18:06+00:00,,Neutral,0.0,0,
2020-09-16 12:55:14+00:00,thanks,Positive,0.4404,0,
2020-09-16 11:23:51+00:00,,Neutral,0.0,0,
2020-09-16 09:57:44+00:00,dont agree,Negative,-0.2755,1,3.0
2020-09-16 09:07:29+00:00,,Neutral,0.0,0,
2020-09-16 05:49:03+00:00,,Neutral,0.0,0,
2020-09-16 03:53:39+00:00,among thing,Neutral,0.0,0,
2020-09-16 01:07:12+00:00,,Neutral,0.0,0,
2020-09-16 00:43:23+00:00,wake people,Neutral,0.0,0,
2020-09-16 00:33:57+00:00,,Neutral,0.0,0,
2020-09-16 00:33:24+00:00,fake,Negative,-0.4767,0,
2020-09-16 00:11:13+00:00,,Neutral,0.0,0,
2020-09-15 23:53:57+00:00,,Neutral,0.0,0,
2020-09-15 22:59:03+00:00,vote,Neutral,0.0,3,
2020-09-15 22:32:01+00:00,msfloodpreventioncom save life land,Positive,0.4939,0,
2023-12-14 18:54:00+00:00,cant help notice hot spot world map many thermometer isnt worldwide temperature map generated model fill area without data,Negative,-0.3089,28,34.0
2023-12-14 20:00:40+00:00,becoming trend paying attention,Neutral,0.0,12,
2023-12-14 21:44:26+00:00,good game forfeit,Positive,0.4404,0,1.0
2023-12-20 18:15:56+00:00,solar maximum affect earth core way atmosphere weather,Neutral,0.0,0,
2023-12-14 18:40:45+00:00,ok like billion year im sure there time even hotter even colder stop twist thing fit narrative,Positive,0.743,24,40.0
2023-12-14 18:14:16+00:00,much denial propaganda dont understand basic science part threat life ignorance selfishness,Negative,-0.8625,20,
2023-12-17 16:40:35+00:00,every day course weve really beautiful summer day ventura county december,Positive,0.6361,0,
2023-12-16 17:07:11+00:00,caused human activity biggest lie get outta nasa climate change,Neutral,0.0,9,2.0
2023-12-17 16:43:53+00:00,denialists conspiracists show every time,Neutral,0.0,3,
2023-12-14 18:02:20+00:00,government promotes fear funding young live life free nonsense,Negative,-0.0516,10,15.0
2023-12-15 22:42:43+00:00,one thing common among climate change denier low intelligence seen clearly comment section,Positive,0.296,14,
2023-12-15 04:40:57+00:00,cant give basic description law thermodynamics closed system nothing crazyjust general overview law apply earth systemsjust top head listen opinion climate change self proclaimed critical thinker think understand complexity climate change crack,Negative,-0.128,3,3.0
2023-12-14 22:37:45+00:00,another site climate change hoax collapsed devastating series research paper published revealing human activity account c rise global temperature meaning human activity targeted radical climate change alarmist combustion engine airplane flight diesel tractor virtually measurable impact temperature planet finnish scientist spearheaded research releasing paper entitled experimental evidence significant anthropogenic climate change supported researcher kobe university japan published nearly simultaneous paper reveals change planet magnetic field govern intensity solar radiation reach lower atmosphere causing cloud formation alters global temperatureshat study published nature called intensified east asian winter monsoon last geomagnetic reversal transition,Negative,-0.6597,17,30.0
2023-12-15 19:32:02+00:00,solar flare high activity nothing higher november temperature interesting human activity cause huge impact planet change nuclear testing hydrogen bomb hugely used tested past zero accountability government world cfc blame towards hole ozone interestingly nuclear testing sensitive layer atmosphere happened nuclear testing stratosphere huge sham lack accountability real party responsible,Positive,0.7269,5,11.0
2023-12-14 16:59:04+00:00,love weather couldnt better winter unless would love,Positive,0.7902,6,5.0
2023-12-15 11:44:47+00:00,normal entering cycle happened mammoth extinguished neanderthal atlantis ice age great flood men healthy ocean som cooled planet helped thousand people survived december unable stop change protect,Positive,0.8885,7,14.0
2023-12-22 15:27:58+00:00,forgot huge information climatic changment time take full day important information need added calculation easy understand climat change normal put chiken heat f h put f h change condition meat receive heat priod well earth heat time climate getting burn long time,Positive,0.7964,0,
2023-12-14 19:54:36+00:00,thought el nio,Neutral,0.0,1,
2023-12-14 18:22:30+00:00,john kerry rescue private jet,Positive,0.5106,4,1.0
2023-12-15 16:43:54+00:00,happens politician charge climate policy instead scientist,Neutral,0.0,6,
2023-12-14 23:29:27+00:00,nasa reliable source really dont understand people ignorant,Positive,0.2057,18,31.0
2023-12-15 13:52:43+00:00,la tendencia del calentamiento se mantiene genus incertidumbre preocupacin superaremos la meta del c hay duda,Neutral,0.0,0,
2023-12-15 19:30:04+00:00,wonder population anything,Neutral,0.0,1,1.0
2023-12-15 03:23:16+00:00,canadian wilfires effect,Neutral,0.0,1,3.0
2023-12-14 17:59:40+00:00,vielleicht ist ja die nordhalbkugel zz etwas mehr der sonne zugeneigt,Negative,-0.5994,0,
2023-12-15 07:54:52+00:00,friend ben ben think climate change hoax think scientist study corrupted big climate dunno,Positive,0.2732,0,1.0
2023-12-15 15:47:22+00:00,agenda nasa pushing,Neutral,0.0,4,13.0
2023-12-14 20:33:40+00:00,joe figured fix,Neutral,0.0,6,1.0
2023-12-14 17:29:18+00:00,everyone know whats going happen happening make change yet moving faster towards catastrophic future,Negative,-0.4939,34,10.0
2023-12-14 22:58:57+00:00,oooooohotoooooobad,Neutral,0.0,0,
2023-12-15 05:06:23+00:00,,Neutral,0.0,0,
2023-12-14 22:14:03+00:00,,Neutral,0.0,0,2.0
2023-12-14 19:44:08+00:00,move thermometer back tarmac,Neutral,0.0,0,17.0
2023-12-15 07:25:17+00:00,reason global augmentation temperature,Neutral,0.0,0,4.0
2023-12-14 22:33:46+00:00,human extinction carbon atmosphere vanish earth return whatever climate trend would happened without u,Neutral,0.0,0,6.0
2023-12-14 17:19:36+00:00,november december coldest ever sweden snow since middle november getting c,Neutral,0.0,21,19.0
2023-12-14 17:37:14+00:00,back used wear sweater christmas honduras hot need inside room ac world changed get f something unprecedented,Neutral,0.0,4,4.0
2023-12-14 21:06:38+00:00,edward motzi sound like,Positive,0.3612,2,
2023-12-15 21:05:42+00:00,there still plenty flat earthers around,Neutral,0.0,0,
2023-12-15 02:03:06+00:00,happened,Neutral,0.0,2,93.0
2023-12-15 02:31:07+00:00,cada ao ser m caliente,Neutral,0.0,0,
2023-12-15 11:10:31+00:00,,Neutral,0.0,0,1.0
2023-12-24 07:26:22+00:00,time,Neutral,0.0,0,
2023-12-25 13:34:39+00:00,heavy rain heiker mendozaa,Neutral,0.0,0,
2023-12-16 18:20:51+00:00,,Neutral,0.0,3,9.0
2023-12-15 11:02:48+00:00,b,Neutral,0.0,3,1.0
2023-12-15 19:04:09+00:00,rate breath per minute join indoor air quality movement stay informed alert guiding leave area air pollution may pose health risk time inflationreductionaction energyreductionaction,Positive,0.2732,0,
2023-12-15 14:26:45+00:00,turd stain think funny,Positive,0.4404,0,
2023-12-14 21:29:19+00:00,fake garbage nasa lie,Negative,-0.4767,1,
2023-12-14 17:25:52+00:00,b,Neutral,0.0,1,
2021-10-31 16:30:32+00:00,agw linear,Neutral,0.0,3,17.0
2021-10-31 16:02:45+00:00,cue denier screaming fake news,Negative,-0.802,24,18.0
2021-10-31 20:33:24+00:00,note climb really start exactly china massive industrial development began,Neutral,0.0,4,14.0
2021-11-01 15:42:25+00:00,gaslighted heard time science global temperature measured probably easy nasa fool believe successful campaign look weather chaotic always hear think real problem appeal authority logical fallacy subject rife check opposing thought subject mostly scientist longer anything lose professor emeritus retired climate scientist tell truth orbit jupiter climate carbon sun major factor along water vapor plant die ppm carbon ppm big deal ice age carbon ppm research people,Negative,-0.7269,120,72.0
2021-11-02 06:13:57+00:00,amazing see locked warming since like turning point hit,Positive,0.7845,4,
2021-10-31 16:09:28+00:00,thats one scary graph costume,Negative,-0.4939,3,
2021-11-01 07:04:01+00:00,nasa climate change post graphic industry revolution relation co emission gas affect climate regard,Neutral,0.0,0,1.0
2021-11-01 11:27:28+00:00,yep remember cooler halloween,Positive,0.296,1,
2021-11-02 01:11:13+00:00,agree stop burning stuff probably never least lifetime,Positive,0.0772,0,
2021-11-03 13:55:11+00:00,soon possible change lifestyle,Neutral,0.0,0,
2021-11-01 15:56:25+00:00,wish shared could also share response doubter comment theyre brilliant,Positive,0.8176,1,
2021-10-31 20:48:42+00:00,erin haas brassil check anoka reference post nasa climate graph,Neutral,0.0,0,
2021-11-01 11:28:34+00:00,scary,Negative,-0.4939,0,
2021-10-31 20:22:18+00:00,planet especially earth ecosystem including human experiencing constant threat extinction humanity first climate crisis pandemic near earth flying object eg appophis asteroid ozone layer destruction magnetic field altering weakening speaking already techogenical catastrophs people thinking would helphul ourselvesbut till sceptic denying clear sign,Negative,-0.936,3,
2021-10-31 18:40:27+00:00,need know climate changeno one define big scary phrase used part moneywhich come think everything used part money seen coming,Negative,-0.4939,34,30.0
2021-11-04 02:23:09+00:00,congress negotiating away planet protection oil gas glutton winning fight time want remain hopeful getting tougher,Positive,0.7269,0,1.0
2021-11-03 20:01:07+00:00,good visual representation memory many u colder growing,Positive,0.5574,1,
2021-11-03 13:13:37+00:00,jusst jess,Neutral,0.0,0,
2021-11-02 23:20:23+00:00,carbon increase oxygen decrease graph nitrogen atmo shame cant use energy,Negative,-0.3847,0,3.0
2021-11-02 14:10:42+00:00,industrial revolution beginning end human specie,Neutral,0.0,0,
2021-11-02 10:42:40+00:00,woah nasa scariest halloween post ive seen year,Neutral,0.0,3,
2021-11-02 08:34:49+00:00,nasa climate change surely drop mic bravo,Positive,0.2023,2,
2021-11-01 20:18:58+00:00,bp c rise global surface temperature less century followed equally precipitous drop c less century anybody ever explained petit et al nature wover citation retreat laurentide glacier current location moraine ohio began year ago want know gain control global surface temperature power never going bring glacial ice pack way back cover dayton enough smother canada climate change gave u canada dont hate canada also gave u lake erie niagara fall nantucket marthas vineyard cape cod british isle scandinavia switzerland love cheese chocolate dont hate switzerland youre ever almenalp kander valley imagine kandersteg meter pack ice look alpine pasture opposite side,Positive,0.8956,5,11.0
2021-11-01 19:20:49+00:00,blaming deamoning industrialization western industrialization cause know cause kindly direct statement causing nation upgrade industrialization accommodate climate improvement,Positive,0.4588,2,
2021-11-01 17:36:50+00:00,give nasa internet liberated google scientist say youre fake let u naturally warming flat earth,Negative,-0.3612,5,
2021-11-01 12:49:15+00:00,fact house built miami south florida fireplace none anymore slowly eliminated new housing constructed north go,Neutral,0.0,1,
2021-11-01 10:46:34+00:00,thanks defining anomaly context tiresome explain term repeatedly people cannot bothered look,Positive,0.5943,19,3.0
2021-11-01 07:50:31+00:00,mother earth sorrow something,Negative,-0.5267,0,
2021-11-01 07:35:39+00:00,evidence scream collision course bad future change asap time politician get penguin ass enforce change industry reverse ominous trend,Negative,-0.9274,3,
2021-11-01 05:26:12+00:00,recurring cycle dont plan prepared destruction come,Positive,0.3252,0,2.0
2021-11-01 04:44:57+00:00,depressing,Negative,-0.3818,0,
2021-10-31 23:38:16+00:00,remember famous study climate science supported consensus humancaused climate change well published update paper journal environmental research letter figure drumroll please,Positive,0.6908,15,
2021-10-31 21:04:51+00:00,elizabeth kolbert said book sixth extinction man doomed sixth extinction act aggressively immediately address climate change,Negative,-0.7579,37,
2021-10-31 19:15:08+00:00,bad dont see oct keep going back find medieval warming period peak high back well little ice age,Negative,-0.2023,62,52.0
2021-10-31 16:14:34+00:00,scary great graphic remind everyone correlation causality know even though kid want halloween warm advent trick treating wish cause global temperature rise since consult expert know even far shown single graph edited clarity,Positive,0.8074,9,22.0
2021-10-31 16:13:21+00:00,wow year year didnt know,Positive,0.5859,1,
2021-11-01 19:44:03+00:00,jimmy valmer,Neutral,0.0,0,
2021-11-02 22:20:56+00:00,big lier earth flat weather warmnes beacause harp chemtrails andthat friend weather control new enorm,Positive,0.4939,0,
2021-10-31 20:21:34+00:00,small consolation itll high darkness fall live hopefully fewer folk burning wood triggering asthma attack misery among young old alike,Negative,-0.7269,1,
2022-12-22 18:12:11+00:00,hope someday attain level patience person running nasa social medium,Positive,0.4404,126,14.0
2022-12-24 13:24:57+00:00,great post nasa climate change doubt fossil fuel troll soon force,Positive,0.3818,7,
2022-12-22 17:45:43+00:00,weather climate climate allows extreme weather whether extreme heat cold extreme drought extreme precipitationsnow,Neutral,0.0,17,4.0
2022-12-23 05:54:15+00:00,amazing well educated people know still claim global warming today sheer coincidense hence continuing hide head sand also cant seem get head much hot weather aboutextreme weather plenty,Positive,0.7003,8,8.0
2022-12-22 16:55:06+00:00,thank research sticking science people want politicize,Positive,0.4215,43,
2022-12-22 21:41:52+00:00,perhaps new life born solution problem,Negative,-0.1027,0,7.0
2023-04-02 21:07:57+00:00,getting warmer ever since end little ice age surprising,Positive,0.4654,0,
2022-12-22 23:04:04+00:00,ppm co level atmosphere million year ago found graph claim ppm wanted see thats legit though correlation co atmosphere global avg temp anything go would explain large portion life earth cold blooded right,Neutral,0.0,0,4.0
